file_name,text
img101_b6ccd64f-c032-48ca-a2b7-2e0b0f35aa37.jpg,នយោបាយអព្យាក្រឹត្យគឺជាការរួមរស់ដោយ
img101_01347cb9-4c1d-4dd3-980c-7403cd2b2899.jpg,នយោបាយអព្យាក្រឹត្យ
img101_184c7cfe-abc6-4c36-bb21-ef18c5672c19.jpg,ប្រឆាំងនិងអំពើពុករលួយ
img101_cba77f54-de65-4dc5-924d-46af744e04f1.jpg,ទៅវិញទៅមក
img101_39f79b82-141c-4cae-ad0f-db4138f7a348.jpg,មន្ត្រីតំណាងរាស្ត្រនិងប្រជារាស្ត្រមានទំនុកចិត្តគ្នា
img101_xmYJWCl4xR.jpg,និងសិរីមតៈ
img101_U3-oo7et5M.jpg,នៅ
img102_35b2925a-cd7d-498e-b953-527e153da6d4.jpg,ព្រះអង្គបានចូលកាន់តំណែង
img102_f69e9c8e-732c-456a-9b5c-58bf8c805914.jpg,ក្រុមប្រឹក្សារាជានុសិទ្ធិអនុម័ត
img102_84e4cc73-6c21-438a-b1f6-90e537296edd.jpg,ដោយសភាជាតិនិងក្រុម
img102_3686f0d9-4756-4b00-9cf8-f500a9ff824f.jpg,ព្រះបាទនរោត្តមសីហនុត្រូវបានតែងតាំងជាប្រ
img102_e268dc32-15c6-453f-afbb-83d2076a3c63.jpg,មិថុនា
img102_5025c11a-fd4c-40c8-99c9-5ef36223c526.jpg,លទ្ធផលទទួលបានទៅលើព្រះបាទនរោត្តមសីហនុដែល
img102_5f6bb365-c4cd-4ff0-b0ee-c80d0c38770d.jpg,ព្រះបាទស៊ីសុវត្ថិមុនីរ៉េតជាប្រធាន
img102_0fd2e9c5-39bb-453d-ad7f-ecf93000d8e3.jpg,ធ្វើការប្រជុំ
img102_451a0e37-c598-4abc-97f0-6c1e9c9c271e.jpg,អង្គឌួងហើយត្រូវជ្រើសរើសដោយក្រុមប្រឹក្សា
img102_85b3628e-1a0a-437a-8eb3-318a529f8cbe.jpg,ស្មាញចំពោះអ្នកដែលត្រូវឡើងស្នងរាជ្យបន្ត
img102_2553ca54-43c3-4ea6-950d-b18ca7ab7db4.jpg,ក្រោយពីព្រះបាទនរោត្តមសុរាម្រឹតចូលទីវង្គត់
img102_xTE3AeXn5a.jpg,ព្រះមហាក្សត្រថ្មីត្រូវតែមានខ្សែលោហិតព្រះបាទ
img102_smO92uiTut.jpg,មេសា
img102_YgXSRtT-zt.jpg,តាមច្បាប់រដ្ឋធម្មនុញ្ញ(1941)មាត្រាទី25បានបញ្ញត្តិថា
img102_oevItaJXW2.jpg,មានការប្រជុំក្រុមប្រឹក្សារាជសម្បត្តិដែលមាន
img102_oDUPlEMQCt.jpg,ដោះស្រាយដោយបង្ករបង្កើតក្រុមប្រឹក្សារាជានុសិទ្ធិ
img102_1HC5AeKa9t.jpg,ហើយធ្វើការស្ទង់មតិថ្ងៃទី
img102_ZVuSikxxkG.jpg,ជាប្រមុខរដ្ឋហើយបានជ្រើសតាំងព្រះមាតាស៊ីសុវត្ថិ
img102_Z0rvelucZh.jpg,រាជ្យបន្ត
img102_dMlwQdWlkx.jpg,ថ្ងៃ
img102_APTl38OP6W.jpg,រាជសម្បត្តិតាមការបោះឆ្នោត
img102_ItR5nQGSPV.jpg,នៅថ្ងៃ
img102_LJWuF7zxjY.jpg,មេសា
img102_8ypwyPeY7i.jpg,មិថុនា
img102_3sL6auRnsQ.jpg,មុខរដ្ឋនៅ
img102_NBze2qOqhC.jpg,មិថុនា
img102_p5algjMSka.jpg,មានសំឡេងគាំទ្រ
img102_s6E_4oiWyy.jpg,មុន្នីវង្សកុសមៈនារីរ័តន៏សេរីវឌ្ឍនាឡើងសោយ
img103_a9fe82c9-052e-4256-93d8-f991f8490fd7.jpg,ដាស់តឿនក្រើនរលឹកកែប្រែបុគ្គលិកលក្ខណៈ
img103_fbcb8335-ebe2-4770-81f5-887fc89c9fe5.jpg,គោលដៅអប់រំទូន្មានព្រានប្រដៅ
img103_d68f3687-1e36-48fe-ade5-91d8e0b4c50d.jpg,សង្គម
img103_02d8a080-0372-440b-a85e-8ee088f100e9.jpg,អក្សរសិល្ប៍ទាំងឡាយណាដែលបានឆ្លុះបញ្ចាំងពី
img103_89ce83a6-4867-418d-a998-3673176032d7.jpg,អក្សរសិល្ប៍ខេមរនិយមសំដៅលើស្នាដៃ
img103_174641ed-8fb2-4e5f-9b30-88f04f61f054.jpg,ពន្យល់ពាក្យគន្លឹះ
img103_0c3c4532-2016-411a-8de3-5a86885cd70c.jpg,ឃ្លាភ្ជាប់
img103_234c2f3a-bd51-4c0d-9a24-821deb424801.jpg,តួសេចក្តី
img103_cf80a6d0-a4f9-4bff-a7e0-7f0abd5e9eef.jpg,ចំណោទ
img103_3b54a3f3-d02c-4c11-a462-6a65e2eaf245.jpg,ចំណូល
img103_d9fe6511-83cc-4dec-9d77-e3acc029039d.jpg,ពលរដ្ឋល្អ
img103_17961278-c55b-4819-8d8f-41be70ce0569.jpg,ផ្ដើមសេចក្ដី
img103_cad141e1-2249-44f6-b1d2-cbced672fb00.jpg,អត្រាកំណែ
img103_3ab8bafa-3598-46f1-a3f7-6c149038c1ac.jpg,ចូរពន្យល់និងលើកឧទាហរណ៍បញ្ជាក់
img103_91d20f53-71b4-4264-81b7-474103fc7dde.jpg,អក្សរសិល្ប៍
img103_192899ed-85db-40f2-a084-6484e0a77df1.jpg,ខេមរៈនិយមមានគោលដៅអប់រំមនុស្សឲ្យក្លាយជា
img103_63e26bd9-e60c-4631-be51-09f83d4b09ec.jpg,មានទស្សនៈមួយលើកឡើងថា
img103_40bff0e7-4033-4a11-a589-971931cbcd66.jpg,ប្រធានបទ
img103_43238c58-113a-44b2-914b-ba1f4cb782d7.jpg,ថ្ងៃសុក្រទី14ខែមករាឆ្នាំ2022
img103_DcfDko6_hi.jpg,លំនាំ
img103_54KTiYldlW.jpg,សិល្បៈការសិក្សាអប់រំនិងជីវភាពរស់នៅក្នុង
img103_q45yO-j3BA.jpg,ផ្នត់គំនិតជំនឿសាសនាទំនៀមទម្លាប់ប្រពៃណី
img104_897783d7-112c-4608-854f-89cc7239d933.jpg,កើតឡើងនៅពេលណា
img104_d871e17a-bd14-430f-9635-5ac97740992b.jpg,តើរបបសាធារណរដ្ឋប្រជាមានិតកម្ពុជា
img104_1828bb41-65a1-4196-aa8c-f5703b8c6c4c.jpg,និងនៅចម្ការលួង
img104_0e8094a8-6bc6-4188-bfe6-fb0449cd0bb8.jpg,ក្រចេះកំពង់ធំមណ្ឌលគិរីរតនគិរី
img104_511e5dc5-841c-424f-a3c2-230cfbcdfcaf.jpg,នៅខេត្តសៀមរាបបាត់ដំបង
img104_aace30a4-2cf7-4696-9dfd-5a930a6ba039.jpg,ឡើងធ្វើការប្រឆាំងនិងពួកប៉ុលពត
img104_a3dd96bd-52fb-41f2-91b9-ba02a2f9481d.jpg,ពេលនោះប្រជាជនក៏បានក្រោកឈរ
img104_7f72d806-8535-4628-91ae-6f0263a36ebb.jpg,ចាយលុយហើយគាត់ត្រូវបានគេសម្លាប់ចោល
img104_b57c72c4-edff-41ae-b5d0-ca6ffa97903c.jpg,លោកហ៊ូនឹមគាត់ប្រឆាំងនឹងការមិនឲ្យ
img104_05cd4513-13a0-4d60-a38f-5404aae99f9d.jpg,ខ្មែរក្រហមមុនគេ
img104_62f36d79-bdb4-4fc6-9474-350d7c2652b7.jpg,តើនរណាដែលបានចេញមុខប្រឆាំងនឹងរបប
img104_550f652f-01ce-4360-ab2e-d32e279e91b9.jpg,ការដោះប្រទេសពីរបបកម្ពុជាប្រជាធិបតេយ្យ
img104_45d12a9b-2dc4-478b-b4c8-8c7d3fdb8bbf.jpg,រដ្ឋកម្ពុជា
img104_93bc44ec-01d1-4ab7-acb5-74f30a345d08.jpg,មេរៀន
img104_e147034b-2216-4f30-af23-7e9b3cf96291.jpg,សាធារណរដ្ឋប្រជាមានិតកម្ពុជានិង
img104_b1216c39-e07b-49d2-be61-a4a044a741bf.jpg,ឆ្នាំ
img104_mte0bOBZ86.jpg,ថ្ងៃ
img104_p7XdA4ZNXr.jpg,អង្គារ
img104_IsWzFxDgu7.jpg,នៅ
img104_NRNzRYEgjQ.jpg,ឧសភា
img104_MouI2TzT8W.jpg,ទី
img104_8wajBeQUuY.jpg,ខែ
